# Modelo: Erdos Renyi
# Parâmetros: {'n': 90, 'p': 0.2}
# Vértices: 90
# Arestas: 785
# FromNodeId	ToNodeId
40	64
40	68
40	71
40	78
40	85
40	86
40	89
41	49
41	50
41	53
41	57
41	59
41	63
41	65
41	67
41	70
41	76
41	78
41	79
42	46
42	51
42	57
42	62
42	70
42	75
42	80
42	86
43	44
43	47
43	52
43	62
43	64
43	65
43	70
43	77
43	80
43	87
44	49
44	53
44	55
44	62
44	64
44	65
44	73
44	78
44	79
44	84
44	85
45	46
45	50
45	52
45	54
45	55
45	57
45	64
45	67
45	73
45	74
45	75
45	77
45	83
45	85
46	50
46	53
46	67
46	75
46	77
46	81
47	49
47	61
47	67
47	75
47	77
47	80
47	87
48	52
48	54
48	61
48	69
48	72
48	75
48	76
48	87
48	88
49	51
49	55
49	61
49	69
49	72
49	76
50	51
50	59
50	60
50	68
50	82
50	85
51	58
51	59
51	60
51	64
51	67
51	80
51	86
51	88
52	62
52	64
52	67
52	71
52	77
52	78
52	80
52	83
52	89
53	56
53	68
53	74
53	77
53	80
53	84
53	88
54	59
54	67
54	69
54	71
54	72
54	73
54	74
54	75
54	81
54	86
55	57
55	58
55	61
55	67
55	68
55	69
55	74
55	76
55	79
55	84
55	86
56	62
56	64
56	66
56	71
56	74
56	78
56	80
56	82
57	63
57	72
57	74
57	78
57	82
58	61
58	64
58	67
58	68
58	77
58	85
59	64
59	65
59	66
59	69
59	71
59	77
59	86
59	89
60	66
60	69
60	82
61	75
61	87
61	88
62	63
62	65
62	72
62	74
63	65
63	80
63	82
63	83
63	88
64	68
64	69
64	71
64	81
64	82
64	86
65	73
66	69
66	71
66	74
66	77
66	78
66	83
67	69
67	72
67	73
67	82
68	69
68	71
68	74
68	81
68	86
69	75
69	76
69	87
70	71
70	72
70	81
70	82
70	86
70	88
71	82
71	88
72	78
72	82
72	86
72	87
72	88
73	74
74	82
74	85
75	80
75	82
75	88
76	84
77	87
77	88
77	89
78	81
78	84
79	81
79	83
79	84
79	86
79	88
80	81
80	83
80	87
81	83
81	87
82	85
83	88
84	88
84	89
85	88
86	88
87	88
